# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 627K of event 'cycles:ppp'
# Event count (approx.): 433495634427
#
# Overhead  Command          Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ..............................  ................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  read_bottleneck  [kernel.kallsyms]               [k] ext4_inode_table
     0.02%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::UnPackIndexTypeAndNumRestarts
     0.02%  read_bottleneck  [kernel.kallsyms]               [k] ext4_mark_inode_dirty
     0.02%  rocksdb:low0     read_bottleneck_breakdown_test  [.] gettimeofday@plt
     0.02%  read_bottleneck  libstdc++.so.6.0.25             [.] free@plt
     0.02%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::WriteStatusCheck
     0.02%  rocksdb:low0     [kernel.kallsyms]               [k] __lru_cache_add
     0.02%  read_bottleneck  [kernel.kallsyms]               [k] current_kernel_time64
     0.02%  read_bottleneck  [kernel.kallsyms]               [k] file_update_time
     0.02%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::WritableFileWriter::Append
     0.02%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PointLockTracker::GetKeyIterator
     0.02%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::Cleanable::RegisterCleanup
     0.02%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Block::NumRestarts
     0.02%  read_bottleneck  [kernel.kallsyms]               [k] unlock_page
     0.02%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_releasepage
     0.02%  read_bottleneck  [kernel.kallsyms]               [k] node_dirty_ok
     0.02%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CachableEntry<rocksdb::Block>::SetOwnedValue
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] find_get_entries
     0.01%  read_bottleneck  libstdc++.so.6.0.25             [.] operator delete
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] fput
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] mem_cgroup_page_lruvec
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::SyncPoint::Process
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] grab_cache_page_write_begin
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::MergeContext::~MergeContext
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] release_pages
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::InsertBlockInCache
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] page_mapped
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] __alloc_pages_nodemask
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::InlineSkipList<rocksdb::MemTableRep::KeyComparator const&>::AllocateNode
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::SuperVersionContext::SuperVersionContext
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::LRUCache::GetHash
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] workingset_update_node
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::LRUCacheShard::LRU_Remove
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PessimisticTransaction::Clear
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::LRUCache::GetShard
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] balance_dirty_pages_ratelimited
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] crypto_shash_update
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] current_time
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] copy_user_generic_unrolled
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::SkipListRep::Allocate
     0.01%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::WriteRawBlock
     0.01%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::BytewiseComparatorImpl::Compare
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] percpu_counter_add_batch
     0.01%  rocksdb:low0     libstdc++.so.6.0.25             [.] free@plt
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ForceReleaseCachedEntry
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] __mod_node_page_state
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::CachableEntry<rocksdb::Block>::ReleaseCacheHandle
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] current_kernel_time64
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::FullFilterKeyMayMatch
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] sched_getcpu@plt
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] pagevec_lookup_range
     0.01%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::ok
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] jbd2_journal_get_write_access
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::MemTable::GetFromTable
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, rocksdb::TrackedKeyInfo, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rocksdb::TrackedKeyInfo> > > >, false> > >::_M_allocate_buckets
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] __inc_numa_state
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] update_load_avg
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] __pagevec_lru_add_fn
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PosixWritableFile::Flush
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] __test_set_page_writeback
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::LRUCache::GetShard
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::StopWatchNano::StopWatchNano
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] jbd2_journal_grab_journal_head
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::LRUHandleTable::Remove
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] generic_write_checks
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatchWithIndex::Rep::ClearIndex
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] strlen@plt
     0.01%  rocksdb:low0     libsnappy.so.1.1.7              [.] snappy::UncheckedByteArraySink::Append
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] ext4_inode_csum_set
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] jbd2_journal_stop
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] file_remove_privs
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::IOStatus::operator=
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] unlock_page_memcg
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] __page_cache_alloc
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::LockMap::GetStripe
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] free_buffer_head
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] __getblk_gfp
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::TransactionBaseImpl::SetSnapshotInternal
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] pagevec_lru_move_fn
     0.01%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::HistogramBucketMapper::IndexForValue
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_block_write_begin
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] ahci_qc_prep
     0.01%  rocksdb:low0     [vdso]                          [.] 0x000000000000098d
     0.01%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::resize
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PerfStepTimer::Stop
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] page_mkclean
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] operator new[]@plt
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] _raw_spin_lock
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] __bio_add_page
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] prepare_exit_to_usermode
     0.01%  rocksdb:high0    libc-2.27.so                    [.] __memcmp_avx2_movbe
     0.01%  rocksdb:high0    libsnappy.so.1.1.7              [.] snappy::Compress
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] kmem_cache_free
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] alloc_buffer_head
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::CompressionContextCache::InitSingleton
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] mutex_unlock
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_reserve_inode_write
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WBWIIteratorImpl::SeekToLast
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] sched_getcpu@plt
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::ThreadLocalPtr::Swap
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] timespec_trunc
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] node_tag_set
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] block_invalidatepage
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] __inc_node_state
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::StopWatchNano::StopWatchNano
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] __mod_node_page_state
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::CachableEntry<rocksdb::Block>::ReleaseResource
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] __unlock_page_memcg
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] wake_up_bit
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] iov_iter_advance
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] radix_tree_clear_tags
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] 0x0000000000030a70
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_bio_write_page
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] ext4_da_get_block_prep
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatch::~WriteBatch
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] ahci_single_level_irq_intr
     0.01%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::MemTableIterator::Next
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] copyout
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] activate_page
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] start_this_handle
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::IndexBlockIter::value
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] ext4_reserve_inode_write
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatchWithIndex::Clear
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::ThreadLocalPtr::StaticMeta::Swap
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteThread::LinkOne
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] __mod_zone_page_state
     0.01%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::NotifyCollectTableCollectorsOnAdd
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::InitBlockIterator<rocksdb::DataBlockIter>
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] try_to_free_buffers
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] current_time
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] down_write_trylock
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] cmpxchg_double_slab.isra.35
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::Cleanable::Cleanable
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] mem_cgroup_update_lru_size
     0.01%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BuildTable
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::autovector<unsigned long, 8ul>::iterator_impl<rocksdb::autovector<unsigned long, 8ul>, unsigned long>::operator*
     0.01%  read_bottleneck  [kernel.kallsyms]               [k] workingset_update_node
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] clear_page_dirty_for_io
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::RecordTick
     0.01%  read_bottleneck  libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace_aux@plt
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] std::condition_variable::notify_all@plt
     0.01%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::status
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] copyout
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_inode_table
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] _raw_spin_lock_irq
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] delete_from_page_cache_batch
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] strlen@plt
     0.01%  rocksdb:high0    libstdc++.so.6.0.25             [.] memcpy@plt
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::UnPackIndexTypeAndNumRestarts
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_da_get_block_prep
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] pthread_mutex_unlock@plt
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] free_unref_page_prepare.part.65
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] 0x0000000000030a70
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::ColumnFamilyMemTablesImpl::Seek
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::Slice::ToString[abi:cxx11]
     0.01%  rocksdb:low0     libsnappy.so.1.1.7              [.] memcpy@plt
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteController::IsStopped
     0.01%  rocksdb:low0     [kernel.kallsyms]               [k] __inc_node_page_state
     0.01%  rocksdb:low0     read_bottleneck_breakdown_test  [.] pthread_mutex_unlock@plt
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::DelayWrite
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] pthread_mutex_lock@plt
     0.01%  read_bottleneck  [vdso]                          [.] 0x0000000000000971
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatchWithIndex::GetWriteBatch
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rocksdb::TrackedKeyInfo>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rocksdb::TrackedKeyInfo> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find
     0.01%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::StatisticsImpl::HistEnabledForType
     0.01%  rocksdb:high0    [kernel.kallsyms]               [k] find_get_pages_range
